dataset,method,param,nfr_mean,nfr_std,acc_mean,acc_std
credit-g,confidence_drop,0.0,0.09669497582512364,0.06157620246718614,0.7144444444444444,0.03956207464659729
credit-g,confidence_drop,0.5,0.08398307853594865,0.051172194553913905,0.7194444444444444,0.04134650659586315
credit-g,confidence_drop,1.0,0.07616345697120955,0.04133918937782097,0.7127777777777778,0.03533593437122496
credit-g,confidence_drop,2.0,0.04960366883254601,0.029157703456638612,0.7027777777777778,0.033152803314755834
credit-g,confidence_drop,4.0,0.03971111359918228,0.03555560692036973,0.6955555555555556,0.032053624479138954
credit-g,confidence_drop,8.0,0.03705485202410863,0.046777068860314686,0.6900000000000001,0.03063121944908937
credit-g,fixed_anchor,0.0,0.1103970514365797,0.07309164515656237,0.7072222222222223,0.029635416101636676
credit-g,fixed_anchor,0.5,0.08242084787257392,0.05608527129817707,0.7150000000000001,0.03657583211902229
credit-g,fixed_anchor,1.0,0.07989177403202467,0.05388306641332691,0.7122222222222223,0.037843080813169755
credit-g,fixed_anchor,2.0,0.07016604171685485,0.04591440558725748,0.7150000000000001,0.0393752653658835
credit-g,fixed_anchor,4.0,0.06034037603200613,0.039015039695511254,0.7077777777777778,0.034066021592790874
credit-g,fixed_anchor,8.0,0.041964825153456446,0.03162177948449947,0.6977777777777778,0.035447366263719714
credit-g,selective_distill,0.0,0.10335638880371915,0.06548707000746921,0.7122222222222223,0.036364259877432824
credit-g,selective_distill,0.5,0.09937196496796315,0.06076292498746463,0.7122222222222223,0.03617515688022156
credit-g,selective_distill,1.0,0.09620015646381429,0.0584737951650809,0.7111111111111111,0.03619411164017048
credit-g,selective_distill,2.0,0.09413358784873861,0.05524824114930768,0.7116666666666667,0.038262145386103535
credit-g,selective_distill,4.0,0.08627044366873982,0.05081512895210816,0.7122222222222223,0.039958826545959024
credit-g,selective_distill,8.0,0.08226083796929827,0.05033089471787635,0.7094444444444445,0.040576267330886207
credit-g,projected_gd,0.0,0.03819615211861856,0.029271843670105425,0.6933333333333334,0.030742971806588314
credit-g,projected_gd,0.005,0.03819615211861856,0.029271843670105425,0.6933333333333334,0.030742971806588314
credit-g,projected_gd,0.01,0.03819615211861856,0.029271843670105425,0.6933333333333334,0.030742971806588314
credit-g,projected_gd,0.015,0.03819615211861856,0.029271843670105425,0.6933333333333334,0.030742971806588314
credit-g,projected_gd,0.02,0.03819615211861856,0.029271843670105425,0.6933333333333334,0.030742971806588314
credit-g,projected_gd,0.025,0.049617591987152876,0.0413791592314915,0.7,0.03281489841975804
credit-g,projected_gd,0.03,0.05715382387121086,0.04588444383559286,0.7016666666666667,0.0347487552944423
credit-g,bcwi,0.0,0.025958145907711394,0.018896441151798223,0.703888888888889,0.04099667088093393
credit-g,bcwi,0.005,0.025958145907711394,0.018896441151798223,0.703888888888889,0.04099667088093393
credit-g,bcwi,0.01,0.025958145907711394,0.018896441151798223,0.703888888888889,0.04099667088093393
