dataset,split,method,model_type,lambda,target_nfr,achieved_nfr,accuracy,pfr
mfeat-morphological,6,projected_gd,logreg,,0.015,0.04054054054054054,0.2111111111111111,0.017482517482517484
mfeat-morphological,6,bcwi,logreg,,0.015,0.04054054054054054,0.2361111111111111,0.04895104895104895
mfeat-morphological,6,projected_gd,logreg,,0.02,0.04054054054054054,0.2111111111111111,0.017482517482517484
mfeat-morphological,6,bcwi,logreg,,0.02,0.04054054054054054,0.2361111111111111,0.04895104895104895
mfeat-morphological,6,projected_gd,logreg,,0.025,0.04054054054054054,0.2111111111111111,0.017482517482517484
mfeat-morphological,6,bcwi,logreg,,0.025,0.04054054054054054,0.2361111111111111,0.04895104895104895
mfeat-morphological,6,projected_gd,logreg,,0.03,0.04054054054054054,0.2111111111111111,0.017482517482517484
mfeat-morphological,6,bcwi,logreg,,0.03,0.04054054054054054,0.2361111111111111,0.04895104895104895
mfeat-morphological,7,baseline,logreg,,,0.4931506849315068,0.3861111111111111,0.3554006968641115
mfeat-morphological,7,confidence_drop,logreg,0.0,,0.3424657534246575,0.5361111111111111,0.5052264808362369
mfeat-morphological,7,fixed_anchor,logreg,0.0,,0.3698630136986301,0.5666666666666667,0.5505226480836237
mfeat-morphological,7,selective_distill,logreg,0.0,,0.4383561643835616,0.3888888888888889,0.34494773519163763
mfeat-morphological,7,confidence_drop,logreg,0.5,,0.3424657534246575,0.5444444444444444,0.5156794425087108
mfeat-morphological,7,fixed_anchor,logreg,0.5,,0.0958904109589041,0.6055555555555555,0.5296167247386759
mfeat-morphological,7,selective_distill,logreg,0.5,,0.4246575342465753,0.39166666666666666,0.34494773519163763
mfeat-morphological,7,confidence_drop,logreg,1.0,,0.3424657534246575,0.5416666666666666,0.5121951219512195
mfeat-morphological,7,fixed_anchor,logreg,1.0,,0.0684931506849315,0.5916666666666667,0.5052264808362369
mfeat-morphological,7,selective_distill,logreg,1.0,,0.410958904109589,0.39444444444444443,0.34494773519163763
mfeat-morphological,7,confidence_drop,logreg,2.0,,0.3561643835616438,0.5333333333333333,0.5052264808362369
mfeat-morphological,7,fixed_anchor,logreg,2.0,,0.0821917808219178,0.5222222222222223,0.42160278745644597
mfeat-morphological,7,selective_distill,logreg,2.0,,0.410958904109589,0.39444444444444443,0.34494773519163763
mfeat-morphological,7,confidence_drop,logreg,4.0,,0.3561643835616438,0.5361111111111111,0.5087108013937283
mfeat-morphological,7,fixed_anchor,logreg,4.0,,0.136986301369863,0.3888888888888889,0.2682926829268293
mfeat-morphological,7,selective_distill,logreg,4.0,,0.410958904109589,0.3972222222222222,0.34843205574912894
mfeat-morphological,7,confidence_drop,logreg,8.0,,0.410958904109589,0.5194444444444445,0.5017421602787456
mfeat-morphological,7,fixed_anchor,logreg,8.0,,0.136986301369863,0.3611111111111111,0.23344947735191637
mfeat-morphological,7,selective_distill,logreg,8.0,,0.3561643835616438,0.4111111111111111,0.3519163763066202
mfeat-morphological,7,projected_gd,logreg,,0.0,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.0,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.005,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.005,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.01,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.01,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.015,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.015,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.02,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.02,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.025,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.025,0.0136986301369863,0.23055555555555557,0.03832752613240418
mfeat-morphological,7,projected_gd,logreg,,0.03,0.0,0.20833333333333334,0.006968641114982578
mfeat-morphological,7,bcwi,logreg,,0.03,0.0821917808219178,0.25555555555555554,0.08710801393728224
mfeat-morphological,8,baseline,logreg,,,0.6304347826086957,0.5277777777777778,0.5509554140127388
mfeat-morphological,8,confidence_drop,logreg,0.0,,0.6304347826086957,0.5472222222222223,0.5732484076433121
mfeat-morphological,8,fixed_anchor,logreg,0.0,,0.6956521739130435,0.42777777777777776,0.445859872611465
mfeat-morphological,8,selective_distill,logreg,0.0,,0.782608695652174,0.4527777777777778,0.4872611464968153
mfeat-morphological,8,confidence_drop,logreg,0.5,,0.6304347826086957,0.5527777777777778,0.5796178343949044
mfeat-morphological,8,fixed_anchor,logreg,0.5,,0.17391304347826086,0.41944444444444445,0.35987261146496813
mfeat-morphological,8,selective_distill,logreg,0.5,,0.782608695652174,0.4527777777777778,0.4872611464968153
mfeat-morphological,8,confidence_drop,logreg,1.0,,0.6304347826086957,0.5527777777777778,0.5796178343949044
mfeat-morphological,8,fixed_anchor,logreg,1.0,,0.17391304347826086,0.3972222222222222,0.3343949044585987
mfeat-morphological,8,selective_distill,logreg,1.0,,0.7608695652173914,0.45555555555555555,0.4872611464968153
mfeat-morphological,8,confidence_drop,logreg,2.0,,0.6304347826086957,0.5472222222222223,0.5732484076433121
mfeat-morphological,8,fixed_anchor,logreg,2.0,,0.13043478260869565,0.39444444444444443,0.3248407643312102
mfeat-morphological,8,selective_distill,logreg,2.0,,0.717391304347826,0.46111111111111114,0.4872611464968153
mfeat-morphological,8,confidence_drop,logreg,4.0,,0.6521739130434783,0.5305555555555556,0.5573248407643312
mfeat-morphological,8,fixed_anchor,logreg,4.0,,0.06521739130434782,0.4027777777777778,0.3248407643312102
mfeat-morphological,8,selective_distill,logreg,4.0,,0.717391304347826,0.4666666666666667,0.49363057324840764
mfeat-morphological,8,confidence_drop,logreg,8.0,,0.6304347826086957,0.5138888888888888,0.535031847133758
mfeat-morphological,8,fixed_anchor,logreg,8.0,,0.06521739130434782,0.30277777777777776,0.21019108280254778
mfeat-morphological,8,selective_distill,logreg,8.0,,0.717391304347826,0.46944444444444444,0.4968152866242038
mfeat-morphological,8,projected_gd,logreg,,0.0,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.0,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.005,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.005,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.01,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.01,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.015,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.015,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.02,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.02,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.025,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.025,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,8,projected_gd,logreg,,0.03,0.021739130434782608,0.2,0.08598726114649681
mfeat-morphological,8,bcwi,logreg,,0.03,0.021739130434782608,0.20277777777777778,0.08917197452229299
mfeat-morphological,9,baseline,logreg,,,0.5084745762711864,0.5638888888888889,0.5991735537190083
mfeat-morphological,9,confidence_drop,logreg,0.0,,0.635593220338983,0.42777777777777776,0.45867768595041325
mfeat-morphological,9,fixed_anchor,logreg,0.0,,0.847457627118644,0.4583333333333333,0.6074380165289256
mfeat-morphological,9,selective_distill,logreg,0.0,,0.6016949152542372,0.5027777777777778,0.5537190082644629
mfeat-morphological,9,confidence_drop,logreg,0.5,,0.6186440677966102,0.4361111111111111,0.4628099173553719
mfeat-morphological,9,fixed_anchor,logreg,0.5,,0.4830508474576271,0.5722222222222222,0.5991735537190083
mfeat-morphological,9,selective_distill,logreg,0.5,,0.5932203389830508,0.5055555555555555,0.5537190082644629
mfeat-morphological,9,confidence_drop,logreg,1.0,,0.6186440677966102,0.4361111111111111,0.4628099173553719
mfeat-morphological,9,fixed_anchor,logreg,1.0,,0.4915254237288136,0.5666666666666667,0.5950413223140496
mfeat-morphological,9,selective_distill,logreg,1.0,,0.5847457627118644,0.5083333333333333,0.5537190082644629
mfeat-morphological,9,confidence_drop,logreg,2.0,,0.6271186440677966,0.4305555555555556,0.45867768595041325
mfeat-morphological,9,fixed_anchor,logreg,2.0,,0.3983050847457627,0.5805555555555556,0.5702479338842975
mfeat-morphological,9,selective_distill,logreg,2.0,,0.5847457627118644,0.5083333333333333,0.5537190082644629
mfeat-morphological,9,confidence_drop,logreg,4.0,,0.6271186440677966,0.4388888888888889,0.47107438016528924
mfeat-morphological,9,fixed_anchor,logreg,4.0,,0.3389830508474576,0.5027777777777778,0.4256198347107438
mfeat-morphological,9,selective_distill,logreg,4.0,,0.559322033898305,0.5194444444444445,0.5578512396694215
mfeat-morphological,9,confidence_drop,logreg,8.0,,0.6271186440677966,0.4361111111111111,0.4669421487603306
mfeat-morphological,9,fixed_anchor,logreg,8.0,,0.2627118644067797,0.4361111111111111,0.2892561983471074
mfeat-morphological,9,selective_distill,logreg,8.0,,0.4915254237288136,0.5472222222222223,0.5661157024793388
mfeat-morphological,9,projected_gd,logreg,,0.0,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.0,0.025423728813559324,0.4638888888888889,0.21487603305785125
mfeat-morphological,9,projected_gd,logreg,,0.005,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.005,0.025423728813559324,0.4638888888888889,0.21487603305785125
mfeat-morphological,9,projected_gd,logreg,,0.01,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.01,0.025423728813559324,0.4638888888888889,0.21487603305785125
mfeat-morphological,9,projected_gd,logreg,,0.015,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.015,0.025423728813559324,0.4638888888888889,0.21487603305785125
mfeat-morphological,9,projected_gd,logreg,,0.02,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.02,0.025423728813559324,0.4638888888888889,0.21487603305785125
mfeat-morphological,9,projected_gd,logreg,,0.025,0.0,0.4222222222222222,0.14049586776859505
mfeat-morphological,9,bcwi,logreg,,0.025,0.03389830508474576,0.4722222222222222,0.23140495867768596
mfeat-morphological,9,projected_gd,logreg,,0.03,0.03389830508474576,0.5055555555555555,0.2809917355371901
mfeat-morphological,9,bcwi,logreg,,0.03,0.03389830508474576,0.4722222222222222,0.23140495867768596
mfeat-pixel,0,baseline,logreg,,,0.008849557522123894,0.9666666666666667,0.5714285714285714
mfeat-pixel,0,confidence_drop,logreg,0.0,,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,0.0,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,0.0,,0.0058997050147492625,0.9666666666666667,0.5238095238095238
mfeat-pixel,0,confidence_drop,logreg,0.5,,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,0.5,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,0.5,,0.0058997050147492625,0.9666666666666667,0.5238095238095238
mfeat-pixel,0,confidence_drop,logreg,1.0,,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,1.0,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,1.0,,0.0058997050147492625,0.9666666666666667,0.5238095238095238
mfeat-pixel,0,confidence_drop,logreg,2.0,,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,2.0,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,2.0,,0.0029498525073746312,0.9694444444444444,0.5238095238095238
mfeat-pixel,0,confidence_drop,logreg,4.0,,0.0029498525073746312,0.9722222222222222,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,4.0,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,4.0,,0.0029498525073746312,0.9722222222222222,0.5714285714285714
mfeat-pixel,0,confidence_drop,logreg,8.0,,0.0029498525073746312,0.9722222222222222,0.5714285714285714
mfeat-pixel,0,fixed_anchor,logreg,8.0,,0.0,0.9722222222222222,0.5238095238095238
mfeat-pixel,0,selective_distill,logreg,8.0,,0.0029498525073746312,0.9722222222222222,0.5714285714285714
mfeat-pixel,0,projected_gd,logreg,,0.0,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.0,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.005,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.005,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.01,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.01,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.015,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.015,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.02,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.02,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.025,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.025,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,0,projected_gd,logreg,,0.03,0.0058997050147492625,0.9694444444444444,0.5714285714285714
mfeat-pixel,0,bcwi,logreg,,0.03,0.008849557522123894,0.9611111111111111,0.47619047619047616
mfeat-pixel,1,baseline,logreg,,,0.002890173410404624,0.9777777777777777,0.5
mfeat-pixel,1,confidence_drop,logreg,0.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,0.0,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,0.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,confidence_drop,logreg,0.5,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,0.5,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,0.5,,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,confidence_drop,logreg,1.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,1.0,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,1.0,,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,confidence_drop,logreg,2.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,2.0,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,2.0,,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,confidence_drop,logreg,4.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,4.0,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,4.0,,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,confidence_drop,logreg,8.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,fixed_anchor,logreg,8.0,,0.0,0.9805555555555555,0.5
mfeat-pixel,1,selective_distill,logreg,8.0,,0.0,0.9777777777777777,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.0,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.0,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.005,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.005,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.01,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.01,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.015,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.015,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.02,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.02,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.025,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.025,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,projected_gd,logreg,,0.03,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,1,bcwi,logreg,,0.03,0.002890173410404624,0.975,0.42857142857142855
mfeat-pixel,2,baseline,logreg,,,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,confidence_drop,logreg,0.0,,0.008771929824561403,0.9555555555555556,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,0.0,,0.008771929824561403,0.9527777777777777,0.2222222222222222
mfeat-pixel,2,selective_distill,logreg,0.0,,0.011695906432748537,0.9472222222222222,0.16666666666666666
mfeat-pixel,2,confidence_drop,logreg,0.5,,0.008771929824561403,0.9555555555555556,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,0.5,,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,selective_distill,logreg,0.5,,0.011695906432748537,0.9472222222222222,0.16666666666666666
mfeat-pixel,2,confidence_drop,logreg,1.0,,0.005847953216374269,0.9583333333333334,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,1.0,,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,selective_distill,logreg,1.0,,0.011695906432748537,0.9472222222222222,0.16666666666666666
mfeat-pixel,2,confidence_drop,logreg,2.0,,0.005847953216374269,0.9583333333333334,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,2.0,,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,selective_distill,logreg,2.0,,0.008771929824561403,0.95,0.16666666666666666
mfeat-pixel,2,confidence_drop,logreg,4.0,,0.008771929824561403,0.9555555555555556,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,4.0,,0.005847953216374269,0.9527777777777777,0.16666666666666666
mfeat-pixel,2,selective_distill,logreg,4.0,,0.008771929824561403,0.9472222222222222,0.1111111111111111
mfeat-pixel,2,confidence_drop,logreg,8.0,,0.008771929824561403,0.9555555555555556,0.2777777777777778
mfeat-pixel,2,fixed_anchor,logreg,8.0,,0.008771929824561403,0.95,0.16666666666666666
mfeat-pixel,2,selective_distill,logreg,8.0,,0.008771929824561403,0.9472222222222222,0.1111111111111111
mfeat-pixel,2,projected_gd,logreg,,0.0,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.0,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.005,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.005,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.01,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.01,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.015,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.015,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.02,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.02,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.025,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.025,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,2,projected_gd,logreg,,0.03,0.005847953216374269,0.9555555555555556,0.2222222222222222
mfeat-pixel,2,bcwi,logreg,,0.03,0.0029239766081871343,0.9583333333333334,0.2222222222222222
mfeat-pixel,3,baseline,logreg,,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,3,confidence_drop,logreg,0.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,0.0,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,3,selective_distill,logreg,0.0,,0.0,0.9694444444444444,0.6206896551724138
mfeat-pixel,3,confidence_drop,logreg,0.5,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,0.5,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,3,selective_distill,logreg,0.5,,0.0,0.9666666666666667,0.5862068965517241
mfeat-pixel,3,confidence_drop,logreg,1.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,1.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,selective_distill,logreg,1.0,,0.0,0.9666666666666667,0.5862068965517241
mfeat-pixel,3,confidence_drop,logreg,2.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,2.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,selective_distill,logreg,2.0,,0.0,0.9666666666666667,0.5862068965517241
mfeat-pixel,3,confidence_drop,logreg,4.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,4.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,selective_distill,logreg,4.0,,0.0,0.9611111111111111,0.5172413793103449
mfeat-pixel,3,confidence_drop,logreg,8.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,fixed_anchor,logreg,8.0,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,3,selective_distill,logreg,8.0,,0.0,0.9611111111111111,0.5172413793103449
mfeat-pixel,3,projected_gd,logreg,,0.0,0.0,0.9194444444444444,0.0
mfeat-pixel,3,bcwi,logreg,,0.0,0.0,0.9194444444444444,0.0
mfeat-pixel,3,projected_gd,logreg,,0.005,0.0,0.9194444444444444,0.0
mfeat-pixel,3,bcwi,logreg,,0.005,0.0,0.9194444444444444,0.0
mfeat-pixel,3,projected_gd,logreg,,0.01,0.0,0.9527777777777777,0.41379310344827586
mfeat-pixel,3,bcwi,logreg,,0.01,0.0,0.9194444444444444,0.0
mfeat-pixel,3,projected_gd,logreg,,0.015,0.0,0.9527777777777777,0.41379310344827586
mfeat-pixel,3,bcwi,logreg,,0.015,0.0,0.9194444444444444,0.0
mfeat-pixel,3,projected_gd,logreg,,0.02,0.0,0.9694444444444444,0.6206896551724138
mfeat-pixel,3,bcwi,logreg,,0.02,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,projected_gd,logreg,,0.025,0.0,0.9694444444444444,0.6206896551724138
mfeat-pixel,3,bcwi,logreg,,0.025,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,3,projected_gd,logreg,,0.03,0.0,0.9694444444444444,0.6206896551724138
mfeat-pixel,3,bcwi,logreg,,0.03,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,baseline,logreg,,,0.0030211480362537764,0.9583333333333334,0.5172413793103449
mfeat-pixel,4,confidence_drop,logreg,0.0,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,fixed_anchor,logreg,0.0,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,selective_distill,logreg,0.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,confidence_drop,logreg,0.5,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,fixed_anchor,logreg,0.5,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,4,selective_distill,logreg,0.5,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,confidence_drop,logreg,1.0,,0.0030211480362537764,0.9527777777777777,0.4482758620689655
mfeat-pixel,4,fixed_anchor,logreg,1.0,,0.0030211480362537764,0.9583333333333334,0.5172413793103449
mfeat-pixel,4,selective_distill,logreg,1.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,confidence_drop,logreg,2.0,,0.0030211480362537764,0.9527777777777777,0.4482758620689655
mfeat-pixel,4,fixed_anchor,logreg,2.0,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,selective_distill,logreg,2.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,confidence_drop,logreg,4.0,,0.0030211480362537764,0.9611111111111111,0.5517241379310345
mfeat-pixel,4,fixed_anchor,logreg,4.0,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,selective_distill,logreg,4.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,confidence_drop,logreg,8.0,,0.0030211480362537764,0.9583333333333334,0.5172413793103449
mfeat-pixel,4,fixed_anchor,logreg,8.0,,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,selective_distill,logreg,8.0,,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,projected_gd,logreg,,0.0,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,bcwi,logreg,,0.0,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,projected_gd,logreg,,0.005,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,bcwi,logreg,,0.005,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,projected_gd,logreg,,0.01,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,bcwi,logreg,,0.01,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,projected_gd,logreg,,0.015,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,bcwi,logreg,,0.015,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,projected_gd,logreg,,0.02,0.0030211480362537764,0.9638888888888889,0.5862068965517241
mfeat-pixel,4,bcwi,logreg,,0.02,0.0030211480362537764,0.9555555555555556,0.4827586206896552
mfeat-pixel,4,projected_gd,logreg,,0.025,0.0030211480362537764,0.9638888888888889,0.5862068965517241
