dataset,split,method,model_type,lambda,target_nfr,achieved_nfr,accuracy,pfr
blood-transfusion-service-center,8,confidence_drop,logreg,1.0,,0.06666666666666667,0.6592592592592592,0.1111111111111111
blood-transfusion-service-center,8,fixed_anchor,logreg,1.0,,0.35555555555555557,0.7185185185185186,0.8666666666666667
blood-transfusion-service-center,8,selective_distill,logreg,1.0,,0.14444444444444443,0.762962962962963,0.5777777777777777
blood-transfusion-service-center,8,confidence_drop,logreg,2.0,,0.06666666666666667,0.6592592592592592,0.1111111111111111
blood-transfusion-service-center,8,fixed_anchor,logreg,2.0,,0.34444444444444444,0.7185185185185186,0.8444444444444444
blood-transfusion-service-center,8,selective_distill,logreg,2.0,,0.14444444444444443,0.7481481481481481,0.5333333333333333
blood-transfusion-service-center,8,confidence_drop,logreg,4.0,,0.08888888888888889,0.6370370370370371,0.08888888888888889
blood-transfusion-service-center,8,fixed_anchor,logreg,4.0,,0.34444444444444444,0.7111111111111111,0.8222222222222222
blood-transfusion-service-center,8,selective_distill,logreg,4.0,,0.13333333333333333,0.7481481481481481,0.5111111111111111
blood-transfusion-service-center,8,confidence_drop,logreg,8.0,,0.1,0.6370370370370371,0.1111111111111111
blood-transfusion-service-center,8,fixed_anchor,logreg,8.0,,0.3333333333333333,0.7111111111111111,0.8
blood-transfusion-service-center,8,selective_distill,logreg,8.0,,0.1,0.762962962962963,0.4888888888888889
blood-transfusion-service-center,8,projected_gd,logreg,,0.0,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.0,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.005,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.005,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.01,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.01,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.015,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.015,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.02,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.02,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.025,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.025,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,8,projected_gd,logreg,,0.03,0.0,0.674074074074074,0.022222222222222223
blood-transfusion-service-center,8,bcwi,logreg,,0.03,0.0,0.6666666666666666,0.0
blood-transfusion-service-center,9,baseline,logreg,,,0.2962962962962963,0.6296296296296297,0.5802469135802469
blood-transfusion-service-center,9,confidence_drop,logreg,0.0,,0.6666666666666666,0.6888888888888889,0.9259259259259259
blood-transfusion-service-center,9,fixed_anchor,logreg,0.0,,0.09259259259259259,0.8074074074074075,0.7407407407407407
blood-transfusion-service-center,9,selective_distill,logreg,0.0,,0.4444444444444444,0.3037037037037037,0.13580246913580246
blood-transfusion-service-center,9,confidence_drop,logreg,0.5,,0.6851851851851852,0.674074074074074,0.9135802469135802
blood-transfusion-service-center,9,fixed_anchor,logreg,0.5,,0.09259259259259259,0.8,0.7283950617283951
blood-transfusion-service-center,9,selective_distill,logreg,0.5,,0.4074074074074074,0.3111111111111111,0.12345679012345678
blood-transfusion-service-center,9,confidence_drop,logreg,1.0,,0.7037037037037037,0.6666666666666666,0.9135802469135802
blood-transfusion-service-center,9,fixed_anchor,logreg,1.0,,0.09259259259259259,0.7777777777777778,0.691358024691358
blood-transfusion-service-center,9,selective_distill,logreg,1.0,,0.2962962962962963,0.3333333333333333,0.08641975308641975
blood-transfusion-service-center,9,confidence_drop,logreg,2.0,,0.6851851851851852,0.6444444444444445,0.8641975308641975
blood-transfusion-service-center,9,fixed_anchor,logreg,2.0,,0.09259259259259259,0.7555555555555555,0.654320987654321
blood-transfusion-service-center,9,selective_distill,logreg,2.0,,0.2777777777777778,0.32592592592592595,0.06172839506172839
blood-transfusion-service-center,9,confidence_drop,logreg,4.0,,0.6851851851851852,0.6370370370370371,0.8518518518518519
blood-transfusion-service-center,9,fixed_anchor,logreg,4.0,,0.09259259259259259,0.725925925925926,0.6049382716049383
blood-transfusion-service-center,9,selective_distill,logreg,4.0,,0.12962962962962962,0.362962962962963,0.024691358024691357
blood-transfusion-service-center,9,confidence_drop,logreg,8.0,,0.6851851851851852,0.6370370370370371,0.8518518518518519
blood-transfusion-service-center,9,fixed_anchor,logreg,8.0,,0.09259259259259259,0.7185185185185186,0.5925925925925926
blood-transfusion-service-center,9,selective_distill,logreg,8.0,,0.12962962962962962,0.362962962962963,0.024691358024691357
blood-transfusion-service-center,9,projected_gd,logreg,,0.0,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.0,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.005,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.005,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.01,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.01,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.015,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.015,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.02,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.02,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.025,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.025,0.018518518518518517,0.42962962962962964,0.06172839506172839
blood-transfusion-service-center,9,projected_gd,logreg,,0.03,0.1111111111111111,0.725925925925926,0.6172839506172839
blood-transfusion-service-center,9,bcwi,logreg,,0.03,0.018518518518518517,0.42962962962962964,0.06172839506172839
breast-w,0,baseline,logreg,,,0.24369747899159663,0.7380952380952381,0.42857142857142855
breast-w,0,confidence_drop,logreg,0.0,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,0.0,,0.6050420168067226,0.3888888888888889,0.2857142857142857
breast-w,0,selective_distill,logreg,0.0,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,confidence_drop,logreg,0.5,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,0.5,,0.4957983193277311,0.49206349206349204,0.2857142857142857
breast-w,0,selective_distill,logreg,0.5,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,confidence_drop,logreg,1.0,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,1.0,,0.46218487394957986,0.5238095238095238,0.2857142857142857
breast-w,0,selective_distill,logreg,1.0,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,confidence_drop,logreg,2.0,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,2.0,,0.37815126050420167,0.6031746031746031,0.2857142857142857
breast-w,0,selective_distill,logreg,2.0,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,confidence_drop,logreg,4.0,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,4.0,,0.33613445378151263,0.6428571428571429,0.2857142857142857
breast-w,0,selective_distill,logreg,4.0,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,confidence_drop,logreg,8.0,,0.025210084033613446,0.9365079365079365,0.2857142857142857
breast-w,0,fixed_anchor,logreg,8.0,,0.33613445378151263,0.6428571428571429,0.2857142857142857
breast-w,0,selective_distill,logreg,8.0,,0.03361344537815126,0.9206349206349206,0.14285714285714285
breast-w,0,projected_gd,logreg,,0.0,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.0,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.005,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.005,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.01,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.01,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.015,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.015,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.02,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.02,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.025,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.025,0.0,0.9444444444444444,0.0
breast-w,0,projected_gd,logreg,,0.03,0.025210084033613446,0.9206349206349206,0.0
breast-w,0,bcwi,logreg,,0.03,0.0,0.9444444444444444,0.0
breast-w,1,baseline,logreg,,,0.1,0.9444444444444444,0.9848484848484849
breast-w,1,confidence_drop,logreg,0.0,,0.5333333333333333,0.4444444444444444,0.42424242424242425
breast-w,1,fixed_anchor,logreg,0.0,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,0.0,,0.03333333333333333,0.9285714285714286,0.8939393939393939
breast-w,1,confidence_drop,logreg,0.5,,0.5333333333333333,0.4444444444444444,0.42424242424242425
breast-w,1,fixed_anchor,logreg,0.5,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,0.5,,0.03333333333333333,0.9206349206349206,0.8787878787878788
breast-w,1,confidence_drop,logreg,1.0,,0.5333333333333333,0.4444444444444444,0.42424242424242425
breast-w,1,fixed_anchor,logreg,1.0,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,1.0,,0.03333333333333333,0.9206349206349206,0.8787878787878788
breast-w,1,confidence_drop,logreg,2.0,,0.55,0.4365079365079365,0.42424242424242425
breast-w,1,fixed_anchor,logreg,2.0,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,2.0,,0.03333333333333333,0.9285714285714286,0.8939393939393939
breast-w,1,confidence_drop,logreg,4.0,,0.55,0.4365079365079365,0.42424242424242425
breast-w,1,fixed_anchor,logreg,4.0,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,4.0,,0.05,0.9206349206349206,0.8939393939393939
breast-w,1,confidence_drop,logreg,8.0,,0.55,0.4365079365079365,0.42424242424242425
breast-w,1,fixed_anchor,logreg,8.0,,0.06666666666666667,0.9603174603174603,0.9848484848484849
breast-w,1,selective_distill,logreg,8.0,,0.06666666666666667,0.8809523809523809,0.8333333333333334
breast-w,1,projected_gd,logreg,,0.0,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.0,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.005,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.005,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.01,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.01,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.015,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.015,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.02,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.02,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.025,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.025,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,1,projected_gd,logreg,,0.03,0.03333333333333333,0.9365079365079365,0.9090909090909091
breast-w,1,bcwi,logreg,,0.03,0.03333333333333333,0.6825396825396826,0.42424242424242425
breast-w,2,baseline,logreg,,,0.5478260869565217,0.46825396825396826,0.6363636363636364
breast-w,2,confidence_drop,logreg,0.0,,0.02608695652173913,0.9365079365079365,0.5454545454545454
breast-w,2,fixed_anchor,logreg,0.0,,0.043478260869565216,0.9285714285714286,0.6363636363636364
breast-w,2,selective_distill,logreg,0.0,,0.1391304347826087,0.8412698412698413,0.6363636363636364
breast-w,2,confidence_drop,logreg,0.5,,0.02608695652173913,0.9365079365079365,0.5454545454545454
breast-w,2,fixed_anchor,logreg,0.5,,0.034782608695652174,0.9365079365079365,0.6363636363636364
breast-w,2,selective_distill,logreg,0.5,,0.1391304347826087,0.8412698412698413,0.6363636363636364
breast-w,2,confidence_drop,logreg,1.0,,0.02608695652173913,0.9365079365079365,0.5454545454545454
breast-w,2,fixed_anchor,logreg,1.0,,0.02608695652173913,0.9444444444444444,0.6363636363636364
breast-w,2,selective_distill,logreg,1.0,,0.1391304347826087,0.8492063492063492,0.7272727272727273
breast-w,2,confidence_drop,logreg,2.0,,0.02608695652173913,0.9365079365079365,0.5454545454545454
breast-w,2,fixed_anchor,logreg,2.0,,0.02608695652173913,0.9444444444444444,0.6363636363636364
breast-w,2,selective_distill,logreg,2.0,,0.12173913043478261,0.8650793650793651,0.7272727272727273
breast-w,2,confidence_drop,logreg,4.0,,0.02608695652173913,0.9365079365079365,0.5454545454545454
breast-w,2,fixed_anchor,logreg,4.0,,0.017391304347826087,0.9523809523809523,0.6363636363636364
breast-w,2,selective_distill,logreg,4.0,,0.12173913043478261,0.8650793650793651,0.7272727272727273
breast-w,2,confidence_drop,logreg,8.0,,0.02608695652173913,0.9285714285714286,0.45454545454545453
breast-w,2,fixed_anchor,logreg,8.0,,0.02608695652173913,0.9523809523809523,0.7272727272727273
breast-w,2,selective_distill,logreg,8.0,,0.11304347826086956,0.873015873015873,0.7272727272727273
breast-w,2,projected_gd,logreg,,0.0,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,bcwi,logreg,,0.0,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,projected_gd,logreg,,0.005,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,bcwi,logreg,,0.005,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,projected_gd,logreg,,0.01,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,bcwi,logreg,,0.01,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,projected_gd,logreg,,0.015,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,bcwi,logreg,,0.015,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,projected_gd,logreg,,0.02,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,bcwi,logreg,,0.02,0.0,0.9206349206349206,0.09090909090909091
breast-w,2,projected_gd,logreg,,0.025,0.017391304347826087,0.9523809523809523,0.6363636363636364
breast-w,2,bcwi,logreg,,0.025,0.017391304347826087,0.9206349206349206,0.2727272727272727
breast-w,2,projected_gd,logreg,,0.03,0.017391304347826087,0.9523809523809523,0.6363636363636364
breast-w,2,bcwi,logreg,,0.03,0.017391304347826087,0.9206349206349206,0.2727272727272727
breast-w,3,baseline,logreg,,,0.1111111111111111,0.9365079365079365,0.9494949494949495
breast-w,3,confidence_drop,logreg,0.0,,0.1111111111111111,0.9206349206349206,0.9292929292929293
breast-w,3,fixed_anchor,logreg,0.0,,0.2222222222222222,0.8650793650793651,0.8888888888888888
breast-w,3,selective_distill,logreg,0.0,,0.5185185185185185,0.6904761904761905,0.7474747474747475
breast-w,3,confidence_drop,logreg,0.5,,0.14814814814814814,0.9126984126984127,0.9292929292929293
breast-w,3,fixed_anchor,logreg,0.5,,0.1111111111111111,0.8968253968253969,0.898989898989899
breast-w,3,selective_distill,logreg,0.5,,0.48148148148148145,0.7063492063492064,0.7575757575757576
breast-w,3,confidence_drop,logreg,1.0,,0.14814814814814814,0.9126984126984127,0.9292929292929293
breast-w,3,fixed_anchor,logreg,1.0,,0.1111111111111111,0.8968253968253969,0.898989898989899
breast-w,3,selective_distill,logreg,1.0,,0.48148148148148145,0.6984126984126984,0.7474747474747475
breast-w,3,confidence_drop,logreg,2.0,,0.14814814814814814,0.9126984126984127,0.9292929292929293
breast-w,3,fixed_anchor,logreg,2.0,,0.1111111111111111,0.8968253968253969,0.898989898989899
breast-w,3,selective_distill,logreg,2.0,,0.48148148148148145,0.626984126984127,0.6565656565656566
breast-w,3,confidence_drop,logreg,4.0,,0.14814814814814814,0.9126984126984127,0.9292929292929293
breast-w,3,fixed_anchor,logreg,4.0,,0.1111111111111111,0.8968253968253969,0.898989898989899
breast-w,3,selective_distill,logreg,4.0,,0.4444444444444444,0.6031746031746031,0.6161616161616161
breast-w,3,confidence_drop,logreg,8.0,,0.14814814814814814,0.9126984126984127,0.9292929292929293
breast-w,3,fixed_anchor,logreg,8.0,,0.1111111111111111,0.8968253968253969,0.898989898989899
breast-w,3,selective_distill,logreg,8.0,,0.4444444444444444,0.5873015873015873,0.5959595959595959
breast-w,3,projected_gd,logreg,,0.0,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.0,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.005,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.005,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.01,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.01,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.015,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.015,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.02,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.02,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.025,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.025,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,3,projected_gd,logreg,,0.03,0.0,0.2222222222222222,0.010101010101010102
breast-w,3,bcwi,logreg,,0.03,0.037037037037037035,0.23015873015873015,0.030303030303030304
breast-w,4,baseline,logreg,,,0.09166666666666666,0.8968253968253969,0.6666666666666666
breast-w,4,confidence_drop,logreg,0.0,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,0.0,,0.3416666666666667,0.6666666666666666,0.8333333333333334
breast-w,4,selective_distill,logreg,0.0,,0.03333333333333333,0.9365079365079365,0.3333333333333333
breast-w,4,confidence_drop,logreg,0.5,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,0.5,,0.3,0.7063492063492064,0.8333333333333334
breast-w,4,selective_distill,logreg,0.5,,0.03333333333333333,0.9365079365079365,0.3333333333333333
breast-w,4,confidence_drop,logreg,1.0,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,1.0,,0.25833333333333336,0.746031746031746,0.8333333333333334
breast-w,4,selective_distill,logreg,1.0,,0.03333333333333333,0.9365079365079365,0.3333333333333333
breast-w,4,confidence_drop,logreg,2.0,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,2.0,,0.25,0.753968253968254,0.8333333333333334
breast-w,4,selective_distill,logreg,2.0,,0.03333333333333333,0.9365079365079365,0.3333333333333333
breast-w,4,confidence_drop,logreg,4.0,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,4.0,,0.25,0.753968253968254,0.8333333333333334
breast-w,4,selective_distill,logreg,4.0,,0.025,0.9444444444444444,0.3333333333333333
breast-w,4,confidence_drop,logreg,8.0,,0.16666666666666666,0.8174603174603174,0.5
breast-w,4,fixed_anchor,logreg,8.0,,0.25,0.753968253968254,0.8333333333333334
breast-w,4,selective_distill,logreg,8.0,,0.025,0.9444444444444444,0.3333333333333333
breast-w,4,projected_gd,logreg,,0.0,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.0,0.008333333333333333,0.9444444444444444,0.0
breast-w,4,projected_gd,logreg,,0.005,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.005,0.008333333333333333,0.9444444444444444,0.0
breast-w,4,projected_gd,logreg,,0.01,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.01,0.008333333333333333,0.9444444444444444,0.0
breast-w,4,projected_gd,logreg,,0.015,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.015,0.008333333333333333,0.9444444444444444,0.0
breast-w,4,projected_gd,logreg,,0.02,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.02,0.008333333333333333,0.9444444444444444,0.0
breast-w,4,projected_gd,logreg,,0.025,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.025,0.09166666666666666,0.8809523809523809,0.3333333333333333
breast-w,4,projected_gd,logreg,,0.03,0.025,0.9365079365079365,0.16666666666666666
breast-w,4,bcwi,logreg,,0.03,0.09166666666666666,0.8809523809523809,0.3333333333333333
breast-w,5,baseline,logreg,,,0.09259259259259259,0.8650793650793651,0.6111111111111112
breast-w,5,confidence_drop,logreg,0.0,,0.32407407407407407,0.6587301587301587,0.5555555555555556
breast-w,5,fixed_anchor,logreg,0.0,,0.027777777777777776,0.9365079365079365,0.7222222222222222
breast-w,5,selective_distill,logreg,0.0,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,confidence_drop,logreg,0.5,,0.32407407407407407,0.6587301587301587,0.5555555555555556
breast-w,5,fixed_anchor,logreg,0.5,,0.027777777777777776,0.9365079365079365,0.7222222222222222
breast-w,5,selective_distill,logreg,0.5,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,confidence_drop,logreg,1.0,,0.3333333333333333,0.6507936507936508,0.5555555555555556
breast-w,5,fixed_anchor,logreg,1.0,,0.027777777777777776,0.9365079365079365,0.7222222222222222
breast-w,5,selective_distill,logreg,1.0,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,confidence_drop,logreg,2.0,,0.3333333333333333,0.6507936507936508,0.5555555555555556
breast-w,5,fixed_anchor,logreg,2.0,,0.027777777777777776,0.9444444444444444,0.7777777777777778
breast-w,5,selective_distill,logreg,2.0,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,confidence_drop,logreg,4.0,,0.3333333333333333,0.6507936507936508,0.5555555555555556
breast-w,5,fixed_anchor,logreg,4.0,,0.027777777777777776,0.9444444444444444,0.7777777777777778
breast-w,5,selective_distill,logreg,4.0,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,confidence_drop,logreg,8.0,,0.3333333333333333,0.6507936507936508,0.5555555555555556
breast-w,5,fixed_anchor,logreg,8.0,,0.027777777777777776,0.9444444444444444,0.7777777777777778
breast-w,5,selective_distill,logreg,8.0,,0.018518518518518517,0.9444444444444444,0.7222222222222222
breast-w,5,projected_gd,logreg,,0.0,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.0,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.005,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.005,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.01,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.01,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.015,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.015,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.02,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.02,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.025,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.025,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,5,projected_gd,logreg,,0.03,0.009259259259259259,0.9444444444444444,0.6666666666666666
breast-w,5,bcwi,logreg,,0.03,0.018518518518518517,0.8492063492063492,0.05555555555555555
breast-w,6,baseline,logreg,,,0.24731182795698925,0.6587301587301587,0.3939393939393939
breast-w,6,confidence_drop,logreg,0.0,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,0.0,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,0.0,,0.0967741935483871,0.8888888888888888,0.8484848484848485
breast-w,6,confidence_drop,logreg,0.5,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,0.5,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,0.5,,0.0967741935483871,0.8888888888888888,0.8484848484848485
breast-w,6,confidence_drop,logreg,1.0,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,1.0,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,1.0,,0.0967741935483871,0.8888888888888888,0.8484848484848485
breast-w,6,confidence_drop,logreg,2.0,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,2.0,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,2.0,,0.0967741935483871,0.8888888888888888,0.8484848484848485
breast-w,6,confidence_drop,logreg,4.0,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,4.0,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,4.0,,0.0967741935483871,0.8888888888888888,0.8484848484848485
breast-w,6,confidence_drop,logreg,8.0,,0.03225806451612903,0.9206349206349206,0.7878787878787878
breast-w,6,fixed_anchor,logreg,8.0,,0.043010752688172046,0.9285714285714286,0.8484848484848485
breast-w,6,selective_distill,logreg,8.0,,0.10752688172043011,0.8809523809523809,0.8484848484848485
breast-w,6,projected_gd,logreg,,0.0,0.010752688172043012,0.9047619047619048,0.6666666666666666
breast-w,6,bcwi,logreg,,0.0,0.08602150537634409,0.9047619047619048,0.8787878787878788
breast-w,6,projected_gd,logreg,,0.005,0.010752688172043012,0.9047619047619048,0.6666666666666666
breast-w,6,bcwi,logreg,,0.005,0.08602150537634409,0.9047619047619048,0.8787878787878788
breast-w,6,projected_gd,logreg,,0.01,0.010752688172043012,0.9047619047619048,0.6666666666666666
breast-w,6,bcwi,logreg,,0.01,0.08602150537634409,0.9047619047619048,0.8787878787878788
breast-w,6,projected_gd,logreg,,0.015,0.010752688172043012,0.9047619047619048,0.6666666666666666
breast-w,6,bcwi,logreg,,0.015,0.08602150537634409,0.9047619047619048,0.8787878787878788
breast-w,6,projected_gd,logreg,,0.02,0.010752688172043012,0.9047619047619048,0.6666666666666666
